word	label
අක්මාෂාක	1
අක්මාෂාක	0
අක්මාෂාකය	1
අක්මාෂාකය	0
අක්‍රමවත්	0
අක්‍රමවත්ව	0
අක්‍රමානුකූල	0
අක්‍රමානුකූළ	0
අක්‍රමික	0
අක්‍රමිකතා	0
අක්‍රමිකතාව	0
අක්‍රමිකව	0
අක්‍රිය	0
අක්‍රියතාව	1
අක්‍රියව	0
අක්‍රියවීම	1
අක්‍රීය	1
අක්‍රෝද	0
අක්‍රෝධ	0
අක්වැටුම	0
අක්ශනය	0
අක්ෂකාශ්ථිය	0
අක්ෂකාස්තිය	0
අක්ෂකාස්ථිය	0
අක්ෂම	0
අක්ෂමතාව	0
අක්ෂය	0
අක්ෂරය	0
අක්ෂාංශය	0
අක්ෂාංෂය	0
අක්ෂාංෂය	0
අක්ෂානුමිතික	0
අක්ෂි	0
අක්ෂිය	0
අක්ෂීය	0
අක්සකාස්ථිය	0
අක්සනය	0
අක්සම	0
අක්සමතාව	0
අක්සය	0
අක්සරය	0
අක්සාංශය	0
අක්සානුමිතික	0
අක්සි	0
අක්සිය	0
අක්සීය	0
අඛටයුත්ත	0
අඛණ්ඩ	0
අඛණ්ඩ	0
අඛණ්ඩතාව	0
අඛණ්ඩව	0
අඛමැතිඛම	0
අඛමැත්තෙන්	0
අඛරණය	0
අඛරතැබ්බය	0
අඛරුණාව	0
අඛරුණාවන්ත	0
අඛරුණිඛ	0
අඛර්තෘඛ	0
අඛර්මඛ	0
අඛලංඛ	0
අඛල්	0
අඛාබනිඛ	0
අඛායිඛ	0
අඛාරඛ්ෂම	0
අඛාරාදිඛරණය	0
අඛාරාදිය	0
අඛාරුණිඛ	0
අඛාරුණ්‍ය	0
අඛාර්මිඛ	0
අඛාර්යඛ්ෂම	0
අඛාර්යඛ්ෂමතාව	0
අඛාල	0
අඛාලයේ	0
අඛාලිඛ	0
අඛාශවසතුව	0
අඛැමති	0
අඛැමැති	0
අඛැමැත්ත	0
අඛීඛරු	0
අඛීඛරුඛම	0
අඛුඇටය	0
අඛුටිල	0
අඛුටිලත්වය	0
අඛුටිලභාවය	0
අඛුණ	0
අඛුර	0
අඛුල	0
අඛුසල	0
අඛුසලය	0
අඛුසල්	0
අඛුළනවා	0
අඛෘතඥ	0
අඛෘතඥයා	0
අඛෘතහස්ත	1
අඛෝණිඛ	1
අඛ්ඛරය	0
අඛ්ඛාරම්	1
අඛ්ඛොළ	1
අඛ්දෙරිය	1
අඛ්මාව	1
අඛ්මාශාඛ	1
අඛ්මාශාඛය	1
අඛ්‍රමවත්	1
අඛ්‍රමවත්ව	0
අඛ්‍රමානුඛූල	0
අඛ්‍රමිඛ	1
අඛ්‍රමිඛතා	1
අඛ්‍රමිඛතාව	1
අඛ්‍රමිඛව	1
අඛ්‍රිය	1
අඛ්‍රියතාව	1
අඛ්‍රියව	1
අඛ්‍රියවීම	1
අඛ්‍රීය	1
අඛ්‍රෝධ	0
අඛ්වැටුම	1
අඛ්ෂඛාස්ථිය	1
අඛ්ෂම	0
අඛ්ෂමතාව	0
අඛ්ෂය	0
අඛ්ෂරය	1
අඛ්ෂාංශය	1
අඛ්ෂානුමිතිඛ	0
අඛ්ෂි	1
අඛ්ෂිය	0
අඛ්ෂීය	1
අඛ්සනය	0
අග	1
අගතිකාරී	1
අගතිඛාරී	0
අගතිගත	1
අගතිගාමී	0
අගතිය	1
අගනා	1
අගනුවර	0
අගමැති	1
අගමුල	0
අගමුළ	1
අගමෙහෙශිය	1
අගමෙහෙසිය	1
අගය	1
අගයනවා	0
අගයන්	1
අගරජ	0
අගරු	1
අගරුව	1
අගල	1
අගලු	1
අගශ්ති	0
අගස්ති	1
අගහිඟකම	1
අගහිඟඛම	1
අගළ	0
අගළු	1
අගාද	1
අගාදමිතික	1
අගාදය	1
අගාදවාසී	1
අගාදසමුද්‍ර	1
අගාධ	0
අගාධමිතික	1
අගාධමිතිඛ	1
අගාධය	0
අගාධවාශී	1
අගාධවාසී	1
අගාධශමුද්‍ර	1
අගාධසමුද්‍ර	1
අගාරික	1
අගාරිඛ	1
අගාලුව	1
අගාළුව	0
අගැයූ	0
අගිල්	1
අගිශ්ශ	1
අගිස්ස	1
අගිළ්	1
අගුණ	1
අගුල	0
අගුව	1
අගුළ	0
අගුළ	1
අගුළුලනවා	1
අගුළුළනවා	1
අගෙයි	1
අගෝචර	1
අගෞරව	1
අගෞරවය	0
අග්ගිශ්ශ	1
අග්ගිස්ස	1
අග්නිජ	1
අග්නිජාලාව	1
අග්නිජාළාව	1
අග්නිදිග	1
අග්නිමානය	1
අග්නිමිතිය	0
අග්නිවිද්‍යුතය	1
අග්නිහෝමය	0
අග්න්‍යාශය	0
අග්න්‍යාෂය	1
අග්න්‍යාෂය	1
අග්‍ර	0
අග්‍රකෘතිය	1
අග්‍රඛෘතිය	1
අග්‍රගණ්‍ය	1
අග්‍රඡේදනය	0
අග්‍රජන්‍ය	0
අග්‍රදූතයා	0
අග්‍රබාහුව	1
අග්‍රභාහුව	1
අග්‍රය	1
අග්‍රවර්දි	1
අග්‍රවර්ධි	0
අග්‍රශ්ථ	1
අග්‍රශ්ථානය	1
අග්‍රස්ත	0
අග්‍රස්තානය	1
අග්‍රස්ථ	0
අග්‍රස්ථානය	1
අග්‍රාමාත්‍යයා	1
අග්‍රිමය	1
අග්‍රේෂයේ	1
අග්‍රේසයේ	1
අඝ	1
අඝතිකාරී	0
අඝතිඝත	0
අඝතිඝාමී	1
අඝතිය	0
අඝනා	1
අඝනුවර	1
අඝමැති	1
අඝමුල	1
අඝමෙහෙසිය	1
අඝය	1
අඝයනවා	1
අඝයන්	1
අඝරජ	1
අඝරු	1
අඝරුව	1
අඝල	1
අඝලු	1
අඝස්ති	1
අඝහිඟකම	1
අඝාධ	1
අඝාධමිතික	1
අඝාධය	1
අඝාධවාසී	1
අඝාධසමුද්‍ර	1
අඝාරික	1
අඝාලුව	1
අඝැයූ	1
අඝිල්	0
අඝිස්ස	0
අඝුණ	1
අඝුල	0
අඝුව	0
අඝුළ	1
අඝුළුලනවා	0
අඝෙයි	1
අඝෝචර	1
අඝෝෂ	1
අඝෝස	0
අඝෞරව	1
අඝෞරවය	0
අඝ්ඝිස්ස	1
අඝ්නිජ	1
අඝ්නිජාලාව	0
අඝ්නිදිඝ	1
අඝ්නිමානය	1
අඝ්නිමිතිය	1
අඝ්නිවිද්‍යුතය	1
අඝ්නිහෝමය	1
අඝ්න්‍යාශය	1
අඝ්‍ර	0
අඝ්‍රකෘතිය	0
අඝ්‍රඝණ්‍ය	0
අඝ්‍රඡේදනය	1
අඝ්‍රජන්‍ය	1
අඝ්‍රදූතයා	1
අඝ්‍රබාහුව	1
අඝ්‍රය	1
අඝ්‍රවර්ධි	1
අඝ්‍රස්ථ	1
අඝ්‍රස්ථානය	0
අඝ්‍රාමාත්‍යයා	1
අඝ්‍රිමය	0
අඝ්‍රේෂයේ	1
අඟ	0
අඟරදඟරය	1
අඟල	0
අඟවන	1
අඟවනවා	1
අඟහරු	1
අඟළ	0
අඟුටු	1
අඟුටුමිටි	1
අඟුටුමිට්ටා	0
අඟුටුවීම	1
අඟුරු	0
අඟුල	1
අඟුලුවා	1
අඟුළ	1
අඟුළුලනවා	1
අඟුළුවා	1
අඟුළුළනවා	1
අඟෙහි	1
අචක්‍රීය	0
අචඛ්‍රීය	0
අචල	0
අචලතාව	1
අචල්‍යතාව	1
අචළ	1
අචළතාව	1
අචළ්‍යතාව	0
අචින්ත්‍ය	1
අචින්ත්‍යතාව	1
අචේතන	0
අචේතනික	1
අචේතනිඛ	1
අච්චාරු	1
අච්චාරුවක්	1
අච්චාරුවඛ්	1
අච්චු	1
අච්චුගශනවා	1
අච්චුගසනවා	1
අච්චුඝසනවා	1
අච්චුව	0
අච්ඡින්න	0
අජ	0
අජංගම	0
අජංඝම	1
අජටාකාශගාමියා	1
අජටාකාශඝාමියා	1
අජටාකාෂගාමියා	0
අජටාකාෂගාමියා	1
අජටාඛාශගාමියා	0
අජපාල	0
අජපාළ	1
අජර	1
අජීර්ණමය	0
අජීර්ණය	1
අජීව	0
අජීවී	1
අජ්විපරිණාමය	1
අඥ	0
අඥයා	1
අඥාත	0
අඥාන	0
අඥානය	1
අඥානයා	1
අඥෙයවාදියා	1
අට	1
අටනය	1
අටපට්ටම්	1
අ‍ටපත	1
අටලුව	0
අටල්ල	0
අටවනවා	1
අටවන්නා	1
අටවරල	1
අටවරල්	1
අටවරළ	0
අටවරළ්	0
අටවැනි	0
අටළුව	0
අටළොශ	0
අටළොස	0
අටළ්ළ	0
අටිය	1
අටුව	1
අටුවාව	1
අට්ටභාශය	1
අට්ටභාසය	0
අට්ටහාශය	1
අට්ටහාසය	1
අට්ටාලය	1
අට්ටාළය	0
අට්ටිය	1
අඩ	1
අඩංගු	1
අඩංඝු	1
අඩකවය	0
අඩකවාකාර	1
අඩක්	1
අඩඛවය	1
අඩඛවාඛාර	1
අඩඛ්	0
අඩදේවතාවා	0
අඩපණ	1
අඩප්පර	1
අඩමාණ	0
අඩමාන	1
අඩය	1
අඩයාලම	1
අඩයාළම	1
අඩවල්	1
අඩවශ්	1
අඩවස්	1
අඩවළ්	1
අඩවිය	1
අඩශ්ශිය	1
අඩස්සිය	0
අඩායාළම	1
අඩාල	0
අඩාළ	0
අඩි	1
අඩිකෝදුව	1
අඩිඛෝදුව	1
අඩිතාලම	0
අඩිතාළම	1
අඩිපාර	0
අඩිය	1
අඩියාව	0
අඩු	1
අඩුකිරීම	1
අඩුක්කරනවා	1
අඩුක්කුව	1
අඩුඛිරීම	0
අඩුඛ්ඛරනවා	0
අඩුඛ්ඛුව	0
අඩුතම	1
අඩුත්තුව	1
අඩුපාඩු	1
අඩුපාඩුකම	1
අඩුපාඩුඛම	1
අඩුපාඩුව	0
අඩුව	0
අඩුවාශි	1
අඩුවාසි	1
අඩුවීම	0
අඩුවෙනවා	0
අඩුවෙන්	0
අණ	0
අණකරය	0
අණකරු	0
අණකිරීම	1
අණක්	1
අණඛරය	1
අණඛරු	0
අණඛිරීම	0
අණඛ්	1
අණපත	1
අණබෙරය	0
අණභෙරය	1
අණලද්දා	1
අණශක	0
අණසක	1
අණසඛ	1
අණළද්දා	1
අණු	1
අණුක	1
අණුඛ	1
අණුත්වරකය	1
අණුත්වරඛය	0
අණුව	0
අණුවිශ්වය	0
අණුවිෂ්වය	1
අණුවිෂ්වය	1
අණ්ඩකෝෂය	1
අණ්ඩකෝසය	0
අණ්ඩඛෝෂය	0
අණ්ඩජ	0
අණ්ඩදර	1
අණ්ඩධර	0
අණ්ඩපය	1
අණ්ඩය	1
අණ්ඩවාතය	0
අණ්ඩාකාර	1
අණ්ඩාකාරය	1
අණ්ඩාඛාර	1
අණ්ඩාඛාරය	0
අණ්ඩාභ	0
අණ්වීක්ෂණය	0
අණ්වීක්ෂය	1
අණ්වීක්ෂීය	1
අණ්වීක්සණය	1
අණ්වීක්සය	0
අණ්වීක්සීය	0
අණ්වීඛ්ෂණය	0
අණ්වීඛ්ෂය	1
අණ්වීඛ්ෂීය	1
අඬගශනවා	1
අඬගසනවා	1
අඬඝසනවා	0
අඬන	0
අඬනවා	1
අඬලනවා	0
අඬළනවා	0
අඬුව	0
‍අඬුව	0
අඬුවක්	0
අඬුවඛ්	0
අත	0
අතංගුව	1
අතංඝුව	1
අතගානවා	0
අතඝානවා	1
අතතතාව	1
අතතාත්වික	0
අතතාත්විඛ	1
අතථතාව	1
අතදරුවා	1
අතන	1
අතනට	1
අතපශුවීම	1
අතපශුවීමකින්	1
අතපසුවීම	0
අතපසුවීමකින්	0
අතපසුවීමඛින්	1
අතර	0
අතරතුර	1
අතරමඟ	1
අතරමැදි	1
අතරමැදියා	1
අතරවාරේ	1
අතරින්	1
අතරෙන්	1
අතරෙහි	1
අතරේ	1
අතලොශ්ශ	1
අතලොස්ස	0
අතවැශියා	0
අතවැශ්ශා	1
අතවැසියා	1
අතවැස්සා	0
අතහරිනවා	1
අතළොශ්ශ	0
අතළොස්ස	1
අතළොස්ස	1
අතාත්වික	1
අතාත්විඛ	1
අතාපදායී	1
අතාර්කණ	0
අතාර්කික	0
අතාර්කිකත්වය	1
අතාර්ඛණ	1
අතාර්ඛිඛ	1
අතාර්ඛිඛත්වය	1
අති	1
අතිඋතුම්	1
අතිකරණය	0
අතිකාල	1
අතිකාලය	1
අතිකාළ	1
අතිකාළය	0
අතික්‍රමණ	0
අතික්ෂුදාව	0
අතික්ෂුධාව	1
අතික්සුධාව	1
අතිඛරණය	0
අතිඛාල	1
අතිඛාලය	1
අතිඛ්‍රමණ	0
අතිඛ්ෂුධාව	1
අතිච්ඡාදන	1
අතිච්ඡාදනය	0
අතිදක්ෂ	0
අතිදක්ස	1
අතිදඛ්ෂ	0
අතිද්වනි	1
අතිද්වනික	0
අතිධ්වනි	1
අතිධ්වනික	0
අතිධ්වනිඛ	1
අතින්ද්‍රිය	1
අතිපරිශුද්දිවාදය	1
අතිපරිශුද්ධිවාදය	1
අතිපරිෂුද්ධිවාදය	0
අතිපරිෂුද්ධිවාදය	1
අතිපුරාණ	1
අතිපූජ්‍ය	1
අතිභරණය	0
අතිමහත්	1
අතිරික්ත	1
අතිරික්තතාව	1
අතිරික්තය	0
අතිරිඛ්ත	0
අතිරිඛ්තතාව	1
අතිරිඛ්තය	0
අතිරේක	1
අතිරේකය	0
අතිරේකව	0
අතිරේඛ	1
අතිරේඛය	1
අතිරේඛව	0
අතිරෝහණක	1
අතිරෝහණඛ	1
අතිලෝභී	1
අතිවාචනය	1
අතිවැශ්ම	0
අතිවැස්ම	1
අතිවිතාව	1
අතිවිශාල	0
අතිවිශාළ	1
අතිවිශ්තරය	1
අතිවිෂාල	1
අතිවිෂාල	0
අතිවිස්තරය	1
අතිවෘද්දිය	0
අතිවෘද්ධිය	1
අතිශක්මතාව	0
අතිශඛ්මතාව	0
අතිශන්තෘප්ත	1
අතිශන්තෘප්තිය	1
අතිශය	1
අතිශයින්	1
අතිශයෝක්ත	1
අතිශයෝක්තිය	0
අතිශයෝඛ්ත	1
අතිශයෝඛ්තිය	0
අතිශෝක්තියෙන්	0
අතිශෝඛ්තියෙන්	0
අතිෂක්මතාව	1
අතිෂක්මතාව	1
අතිෂය	0
අතිෂය	1
අතිෂයින්	1
අතිෂයින්	1
අතිෂයෝක්ත	0
අතිෂයෝක්ත	1
අතිෂයෝක්තිය	1
අතිෂයෝක්තිය	1
අතිෂෝක්තියෙන්	1
අතිෂෝක්තියෙන්	1
අතිසන්තෘප්ත	1
අතිසන්තෘප්තිය	1
අතිහාශ	0
අතිහාස	1
අතිහිටුවීම	1
අතිළෝභී	1
අතීත	1
අතීතය	1
අතීතයට	0
අතීතයෙහි	0
අතීතානුයෝගී	0
අතීතානුයෝඝී	0
අතීතාවර්ජනය	0
අතීතාවලෝකනය	0
අතීතාවලෝඛනය	0
අතීතාවළෝකනය	0
අතීතාහෘත	1
අතීශාරය	1
අතීසාරය	0
අතුගානවා	1
අතුගෑම	1
අතුඝානවා	1
අතුඝෑම	0
අතුණ	0
අතුණුබහන	1
අතුණුබහන්	1
අතුණුභහන	1
අතුණුභහන්	1
අතුර	1
අතුරනවා	1
අතුරු	1
අතුරුපත	1
අතුරුපශ	1
අතුරුපශක්	1
අතුරුපස	1
අතුරුපසක්	1
අතුරුපසඛ්	0
අතුරුඵලය	1
අතුරුඵළය	0
අතුරුවිදානය	1
අතුරුවිධානය	0
අතුරෙහි	1
අතුල්‍ය	1
අතුල්ලනවා	1
අතුළුව	0
අතුළ්‍ය	0
අතුළ්ළනවා	0
අතෘප්ත	1
අතෘප්තිමත්	1
අතෘප්තිය	0
අතොළුව	1
අත්	1
අත්අකුරු	1
අත්අඛුරු	1
අත්කම්	1
අත්කරත්තය	1
අත්කොට	1
අත්ඛම්	1
අත්ඛරත්තය	0
අත්ඛොට	0
අත්ත	0
අත්තනෝමතික	0
අත්තනෝමතිඛ	1
අත්තර	1
අත්තලය	1
අත්තළය	1
අත්තිකාරම	0
අත්තික්කා	1
අත්තිඛාරම	1
අත්තිඛ්ඛා	0
අත්තිවාරම	1
අත්තුක්කංශනය	1
අත්තුක්කංසනය	1
අත්තුඛ්ඛංසනය	1
අත්දැකීම	1
අත්දැඛීම	1
අත්දුටු	1
අත්පටිය	1
අත්පත	1
අත්පාදකයා	1
අත්පාදඛයා	1
අත්පිට	0
අත්පිටපත	1
අත්පොත	1
අත්මේශ්	0
අත්මේස්	0
අත්‍යක්ත	0
අත්‍යක්තිය	0
අත්‍යඛ්ත	0
අත්‍යඛ්තිය	1
අත්‍යණුක	1
අත්‍යණුඛ	1
අත්‍යත්කෘෂ්ට	1
අත්‍යත්කෘස්ට	1
අත්‍යත්ඛෘෂ්ට	0
අත්‍යදාර	0
අත්‍යදික	1
අත්‍යධික	1
අත්‍යධිඛ	1
අත්‍යන්ත	1
අත්‍යන්තයෙන්	1
අත්‍යන්තර	1
අත්‍යවශ්‍ය	1
අත්‍යවෂ්‍ය	1
අත්‍යවෂ්‍ය	1
අත්‍යාචාරය	1
අත්‍යාදිකව	1
අත්‍යාධිකව	1
අත්‍යාධිඛව	1
අත්‍යානන්දනය	1
අත්‍යානන්දය	0
අත්‍යාරෝපකය	0
අත්‍යාරෝපඛය	0
අත්‍යාලංකෘත	0
අත්‍යාලංඛෘත	0
අත්‍යාවශ්‍ය	0
අත්‍යාවෂ්‍ය	0
අත්‍යාවෂ්‍ය	0
අත්‍යාළංකෘත	0
අත්‍යුත්තම	0
අත්ල	0
අත්වැඩ	0
අත්වැරැද්ද	0
අත්වැල	1
අත්වැශ්ම	1
අත්වැස්ම	1
අත්වැළ	1
අත්ශන	1
අත්ශන්කරුවෝ	1
අත්සන	1
අත්සන්කරුවෝ	1
අත්සන්ඛරුවෝ	1
අත්හරිනවා	1
අත්හල	1
අත්හළ	0
අත්හළ	1
අත්හැරීම	1
අත්හැරීම්	1
අත්හිටවීම	1
අත්හිටවුම	0
අත්හිටුවන	0
අත්හිටුවනවා	1
අත්හිටුවීම	0
අත්ළ	1
අද	1
අදක්ෂ	1
අදක්ෂකම	1
අදක්ෂතාවය	1
අදක්ෂයා	1
අදක්ස	1
අදක්සකම	1
අදක්සතාවය	0
අදක්සයා	1
අදඛ්ෂ	1
අදඛ්ෂඛම	1
අදඛ්ෂතාවය	0
අදඛ්ෂයා	1
අදම	1
අදමයා	1
අදර	0
අදරය	0
අදරායනය	0
අදර්ම	0
අදර්මය	0
අදර්මිෂ්ඨ	1
අදශ්චර්මය	0
අදශ්චර්මීය	0
අදස්චර්මීය	1
අදස්සන්නමන	1
අදස්සන්නමනය	0
අදහනවා	1
අදහන්නා	1
අදහශ	0
අදහස	0
අදානය	0
අදායම	0
අදාර්මික	1
අදාර්මිකත්වය	0
අදාශීන	0
අදාශීනත්වය	0
අදාසීන	0
අදාසීනත්වය	0
අදාහ්‍ය	0
අදාළ	0
අදාළතාව	1
අදාළත්වය	0
අදාළව	1
අදි	1
අදික	1
අදිකකම	0
අදිකතර	1
අදිකතාව	1
අදිකත්වය	1
අදිකය	1
අදිකරණ	1
අදිකරණය	1
අදිකව	1
අදිකාරය	0
අදිකාරිත්වය	0
අදිකාරිය	0
අදිකාරී	0
අදිගමය	0
අදිගෘහිත	0
අදිචිත්තවේගී	0
අදිතප්ත	1
අදිතර්පණය	0
අදිතෘප්තිය	1
අදිදාරණය	1
අදිදාවනය	1
අදින	1
අදිනවා	0
අදිනීතිඥයා	0
අදින්න	0
අදින්නා	0
අදිපති	1
අදිපතිකම	1
අදිපතියා	0
අදිභාරය	0
අදිමාත්‍ර	1
අදිමානුෂික	1
අදිමූත්‍රකය	1
අදිරාජයා	1
අදිරාජිනී	1
අදිරාජ්‍යය	1
අදිරාජ්‍යයා	1
අදිරාජ්‍යවාදය	1
අදිරාජ්‍යවාදියා	1
අදිරාජ්‍යවාදී	1
අදිවර්තක	1
අදිවර්දනය	0
අදිවර්දී	1
අදිවෘක්ක	1
අදිවේග	1
අදිවෝල්ටියතාව	0
අදිවෝල්ටීයතාව	0
අදිශ	1
අදිශික්ෂණය	1
අදිශූන්‍යභාවී	1
අදිශෝෂක	0
අදිශෝෂණය	0
අදිශෝෂිතය	1
අදිශ්‍රේෂ්ඨත්වය	1
අදිෂ	1
අදිෂ	1
අදිෂ්ඨානය	1
අදිසංවේදී	1
අදිසන්තෘප්ත	0
අදිසන්තෘප්තිය	0
අදිස්ථාපනය	0
අදිස්වභාවවාදය	0
අදිහිත	0
අදීකය	0
අදීක්ෂක	0
අදීක්ෂකයා	0
අදීක්ෂණය	0
අදීපතිකම	0
අදීශ්චරයා	0
අදීශ්වර	0
අදීශ්වරත්වය	1
අදීශ්වරයා	1
අදූරදර්ශී	1
අදූරදර්ෂී	0
අදූරදර්ෂී	0
අදූෂිත	1
අදූසිත	1
අදෘතිකරණය	0
අදෘතිකෘත	1
අදෘශ්‍ය	1
අදෘශ්‍යමය	1
අදෘශ්‍යමාන	0
අදෘෂ්‍ය	1
අදෘෂ්‍ය	1
අදෘෂ්‍යමය	1
අදෘෂ්‍යමය	1
අදෘෂ්‍යමාන	1
අදෘෂ්‍යමාන	1
අදෙර්යය	1
අදේවවාදී	0
අදෛර්ය	1
අදෝගමන	1
අදෝජන්‍ය	1
අදෝජායාංගතාව	0
අදෝජීව්හ	1
අදෝද්වනි	1
අදෝභෞම	1
අදෝමානව	0
අදෝමාර්ගය	1
අදෝරක්ත	1
අදෝලිපි	1
අදෝලිපිය	1
අදෝවරාශික	0
අදෝවර්දනය	0
අදෝවාතය	1
අදෝව්‍යුහය	1
අදෝෂ	1
අදෝස	1
අද්දර	1
අද්දරින්	0
අද්දවනවා	1
අද්භූත	1
අද්භූතය	0
අද්‍යක්ෂ	0
අද්‍යක්ෂක	1
අද්‍යක්ෂකයා	1
අද්‍යක්ෂණය	1
අද්‍යක්ෂවරිය	1
අද්‍යක්ෂවරු	1
අද්‍යතන	1
අද්‍යයනය	1
අද්‍යයනේන්ද්‍රිය	1
අද්‍යවකාශය	1
අද්‍යාතතිය	0
අද්‍යාපකයා	1
අද්‍යාපනඥයා	1
අද්‍යාපනය	0
අද්‍යාපනික	1
අද්‍යාප්‍ය	0
අද්‍යාප්‍යතාව	1
අද්‍යාය	1
අද්‍යාහාර	1
අද්‍යාහෘත	0
අද්‍රවශීලතාව	0
අද්‍රවශීලී	1
අද්‍රවශීළතාව	1
අද්‍රවශීළී	1
අද්‍රවෂීලතාව	1
අද්‍රවෂීලතාව	1
අද්‍රවෂීලී	1
අද්‍රවෂීලී	0
අද්‍රව්‍ය	1
අද්‍රව්‍යතාව	1
අද්‍රව්‍යමය	1
අද්‍රව්‍යාත්මක	1
අද්‍රව්‍යාත්මඛ	0
අද්‍රාව්‍යතාව	0
අද්වකාත්	0
අද්වඛාත්	1
අද්විතීය	0
අද්විතීයයා	1
අද්වෛතවාදියා	1
අධම	1
අධමයා	0
අධර	0
අධරය	0
අධරායනය	1
අධර්ම	1
අධර්මය	1
අධර්මිෂ්ඨ	1
අධර්මිස්ඨ	1
අධශ්චර්මය	0
අධශ්චර්මීය	0
අධශ්චර්මීය	0
අධශ්ශන්නමන	1
අධශ්ශන්නමනය	1
අධෂ්චර්මය	1
අධෂ්චර්මය	1
අධෂ්චර්මීය	1
අධෂ්චර්මීය	1
අධස්චර්මීය	0
අධස්සන්නමන	1
අධස්සන්නමනය	0
අධාර්මික	1
අධාර්මිකත්වය	1
අධාර්මිඛ	0
අධාර්මිඛත්වය	0
අධි	0
අධික	0
අධිකකම	1
අධිකතර	1
අධිකතාව	1
අධිකත්වය	0
අධිකය	0
අධිකරණ	0
අධිකරණය	1
අධිකව	0
අධිකාරය	0
අධිකාරිත්වය	0
අධිකාරිය	0
අධිකාරී	0
අධිඛ	1
අධිඛඛම	0
අධිඛතර	1
අධිඛතාව	0
අධිඛත්වය	0
අධිඛය	1
අධිඛරණ	1
අධිඛරණය	1
අධිඛව	0
අධිඛාරය	1
අධිඛාරිත්වය	0
අධිඛාරිය	1
අධිඛාරී	1
අධිගමය	1
අධිගෘහිත	1
අධිඝමය	0
අධිඝෘහිත	1
අධිචිත්තවේගී	1
අධිචිත්තවේඝී	1
අධිතප්ත	1
අධිතර්පණය	1
අධිතෘප්තිය	1
